0,predicted_cluster
-0.6324248022021304,7
-0.5386852330599108,0
-0.6102094828499703,5
-0.7478830973871614,6
-0.7793715794893359,17
-0.6192166314437976,7
-0.5947044299861063,5
-0.693458824488445,2
-0.6174252193459,7
-0.7890093845246001,17
-0.7502420329554182,6
-0.6440580175762434,12
-0.6179007675198953,7
-0.5562104158554597,16
-0.6999782526682686,13
-0.5720811611893277,16
-0.6133496948190666,7
-0.6251088456191515,7
-0.5838184444585487,5
-0.6201864944038447,7
-0.5845129195851125,5
-0.556700292769828,16
-0.7288636700627322,6
-0.7321528886661488,6
-0.5816507542287062,16
-0.5553407939970283,16
-0.6023070366516732,5
-0.7129594948020607,13
-0.7361162394962797,6
-0.5474339074428447,0
-0.6506568256865005,12
-0.7276489155348168,6
-0.5443281161569511,0
-0.5499459822894914,0
-0.7106202467910242,13
-0.7099273808657947,13
-0.5898838260655367,5
-0.6256761821014958,7
-0.5632817564450999,16
-0.6624533126785317,12
-0.6789668579165438,2
-0.6829066714340217,2
-0.6700263848306882,2
-0.705663495283271,13
-0.6523056561445156,12
-0.6451919278518713,12
-0.6159992899581842,7
-0.7251489548391896,6
-0.5708045611181191,16
-0.6589443894198961,12
-0.5776987683061465,16
-0.5669070459380328,16
-0.6309309578390792,7
-0.7699773511297661,17
-0.6679534901340374,2
-0.6821628091006795,2
-0.5440895758768693,0
-0.630823919579189,7
-0.7169042096665879,13
-0.6780336094438997,2
-0.7176116058370395,13
-0.7214201812515011,13
-0.7825845185435494,17
-0.6181422583624785,7
-0.7621538326873825,17
-0.7452726182100041,6
-0.7590598703973253,6
-0.5634910946621535,16
-0.6136867447728193,7
-0.5758691641720054,16
-0.6019120463696552,5
-0.6350151521698466,7
-0.647421210814076,12
-0.6391423964656413,12
-0.6322465854233852,7
-0.6537141648817162,12
-0.7304181733936096,6
-0.6182377236271465,7
-0.5725094885576587,16
-0.6796685231094717,2
-0.6233076078325359,7
-0.6117903503022935,7
-0.6390362784703625,12
-0.6209890324519038,7
-0.5841547411019452,5
-0.5228644553547337,0
-0.6410253778529781,12
-0.6518703976486153,12
-0.6725662656179225,2
-0.6299102634572454,7
-0.5928431666285592,5
-0.6795819653635539,2
-0.5513566973570192,16
-0.6876580734945625,2
-0.5988563672516933,5
-0.5589182665143666,16
-0.579669799488008,16
-0.5742177744482472,16
-0.6845751096024513,2
-0.5908576629188971,5
-0.7470669332315496,6
-0.7479834096152904,6
-0.6041294830183639,5
-0.6677065169856464,2
-0.638935671220525,12
-0.6613475625933417,12
-0.6204127311332865,7
-0.6507375819103868,12
-0.6755882942761955,2
-0.6325473180437797,7
-0.6851898017848949,2
-0.5953893397231682,5
-0.5740912368187707,16
-0.7854121239387506,17
-0.596862087232213,5
-0.7048848458319932,13
-0.6775600573201496,2
-0.6342099036689628,7
-0.6926949532395391,2
-0.6141523702541154,7
-0.5620364592131939,16
-0.6522281236899432,12
-0.6247565751035309,7
-0.6826148610037905,2
-0.6696997428431164,2
-0.6798974469723416,2
-0.7328636238101918,6
-0.6017141975874822,5
-0.6719262000304688,2
-0.6239529972912232,7
-0.5289827172979273,0
-0.5902993574994996,5
-0.7161924449659852,13
-0.6125521431645924,7
-0.601994128561135,5
-0.5912228462603952,5
-0.5663726269012354,16
-0.6559770142724569,12
-0.5796697889185549,16
-0.6108764524567453,7
-0.7033821268567253,13
-0.6130050865112695,7
