0,predicted_cluster
-0.6056632909736639,20
-0.5393066034063517,14
-0.6094822763440955,20
-0.727578027008559,16
-0.7584115908425579,6
-0.6103875256840465,20
-0.5816278546038273,12
-0.6845089082958347,19
-0.5969739335643723,12
-0.7651168481982309,6
-0.7345941404513772,16
-0.6228954077897642,4
-0.6109747950430539,20
-0.5495420010037005,0
-0.6771910004232318,19
-0.5731697458677506,0
-0.5915301347172861,12
-0.5934789706081232,12
-0.5710964898639822,0
-0.6020377339933856,20
-0.5797861314399158,12
-0.5396272011478843,14
-0.7149344066669546,16
-0.7257750486641439,16
-0.5547759884171732,0
-0.5361289421059723,14
-0.6009937337736196,20
-0.6979009049914445,2
-0.7053120461988808,2
-0.5508800127277269,0
-0.6334413472030124,4
-0.7155823061112905,16
-0.5361716780076705,14
-0.5377448686938247,14
-0.6953255225899799,2
-0.6911481051330448,2
-0.565174993930701,0
-0.6168698172891043,20
-0.5471036481200595,0
-0.6468223158034707,7
-0.65831459883064,7
-0.663794630032227,7
-0.6450243512131986,7
-0.6878851493074002,2
-0.6527052951990637,7
-0.6281385805595445,4
-0.6119644775233056,20
-0.6996329136155471,2
-0.5694473903341915,0
-0.6460231054129804,7
-0.5606805993574546,0
-0.553359682023864,0
-0.6040324893174087,20
-0.7448867890742477,6
-0.6432184758512416,7
-0.6628078870758056,7
-0.5317963621357829,14
-0.6101911461948675,20
-0.6923799382524034,2
-0.654849197773457,7
-0.7180383258354489,16
-0.6969331312517008,2
-0.7671055256161159,6
-0.6044991094166237,20
-0.73771882334596,16
-0.7261392401486455,16
-0.7447979298835321,6
-0.5412725966340286,14
-0.5837740257212669,12
-0.5645220466772326,0
-0.5865259281463024,12
-0.6322743410672471,4
-0.6381135126279428,4
-0.6298878204206778,4
-0.6075233936573854,20
-0.6394388254148295,4
-0.7137200662234401,16
-0.6160101587532735,20
-0.5587556143466528,0
-0.6562805125413949,7
-0.6153710017197034,20
-0.5971599000478336,12
-0.626584015143201,4
-0.6094623469981351,20
-0.5646979374733084,0
-0.5221401437074336,14
-0.6289710237072608,4
-0.6469722105911594,7
-0.6482595817229106,7
-0.603418639143974,20
-0.5790734703258471,12
-0.6569813809712108,7
-0.5390955865434212,14
-0.6596977490501585,7
-0.5865327966504834,12
-0.5540620983670291,0
-0.5603232920238598,0
-0.5715240916500208,0
-0.6779198394736532,19
-0.5778696065617825,12
-0.7272098713122986,16
